Year,Rank,Title,Artist,First Feature,Second Feature,Genres,Duration,Popularity,Spotify ID
2021,97,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,DaBaby,City Girls,,3:31,50.0,15C4TnrrVdym7UykxQIOTZ
2021,98,Tombstone,Rod Wave,,,,2:40,65.0,3zc8VZEpM1onYV4FWGdFvm
2021,99,Drinkin’ Beer. Talkin’ God. Amen. (feat. Florida Georgia Line),Chase Rice,Florida Georgia Line,,,2:40,53.0,0rOVgtieEk5SoypbulRiKI
2021,100,Todo De Ti,Rauw Alejandro,,,,3:19,78.0,3rdAz1fbUfZxYgaCviYhRo
2022,1,Heat Waves,Glass Animals,,,,3:58,84.0,3USxtqRwSYz57Ewm6wWRMp
2022,2,As It Was,Harry Styles,,,,2:47,86.0,4Dvkj6JhhA12EX05fT7y2e
2022,3,STAY (with Justin Bieber),The Kid LAROI,Justin Bieber,,,2:21,82.0,567e29TDzLwZwfDuEpGTwo
2022,4,Easy On Me,Adele,,,,3:44,82.0,46IZ0fSY2mpAiktS3KOqds
2022,5,Shivers,Ed Sheeran,,,,3:27,81.0,50nfwKoDiSYg8zOCREWAm5
2022,6,First Class,Jack Harlow,,,,2:53,74.0,0wHFktze2PHC5jDt3B17DC
2022,7,Big Energy,Latto,,,,2:53,63.0,6Zu3aw7FfjAF9WA0fA81Oq
2022,8,Ghost,Justin Bieber,,,,2:33,82.0,6I3mqTwhRpn34SLVafSH7G
2022,9,Super Gremlin,Kodak Black,,,,3:20,65.0,1Y5Jvi3eLi4Chwqch9GMem
2022,10,Cold Heart - PNAU Remix,Elton John,Dua Lipa,PNAU,,3:22,67.0,7rglLriMNBPAyuJOMGwi39
2022,11,WAIT FOR U (feat. Drake & Tems),Future,Drake,Tems,,3:09,81.0,59nOXPmaKlBfGMDeOVGrIK
2022,12,About Damn Time,Lizzo,,,,3:11,72.0,6HMtHNpW6YPi1hrw9tgF8P
2022,13,Bad Habits,Ed Sheeran,,,,3:50,78.0,3rmo8F54jFF8OgYsqTxm5d
2022,14,THATS WHAT I WANT,Lil Nas X,,,,2:23,73.0,0e8nrvls4Qqv5Rfa2UhqmO
2022,15,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,JID,Arcane,,2:53,79.0,3CIyK1V4JEJkg02E4EJnDl
2022,16,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Jack Harlow,,,3:32,73.0,27NovPIUIRrOZoCHxABJwK
2022,17,abcdefu,GAYLE,,,,2:48,72.0,4fouWK6XVHhzl78KzQ1UjL
2022,18,Need to Know,Doja Cat,,,,3:30,75.0,3Vi5XqYrmQgOYBajMWSvCi
2022,19,Wasted On You,Morgan Wallen,,,,2:58,78.0,3cBsEDNhFI9E82vPj3kvi3
2022,20,Me Porto Bonito,Bad Bunny,Chencho Corleone,,,2:58,81.0,6Sq7ltF9Qa7SNFBsV5Cogx
2022,21,Woman,Doja Cat,,,,2:52,81.0,6Uj1ctrBOjOas8xZXGqKk4
2022,22,Tití Me Preguntó,Bad Bunny,,,,4:03,80.0,1IHWl5LamUGEuP4ozKQSXZ
2022,23,Running Up That Hill (A Deal With God),Kate Bush,,,,4:58,78.0,1PtQJZVZIdWIYdARpZRDFO
2022,24,We Don't Talk About Bruno,Carolina Gaitán,Mauro Castillo,Adassa,,3:36,71.0,52xJxFP6TqMuO4Yt0eOkMz
2022,25,Late Night Talking,Harry Styles,,,,2:57,76.0,1qEmFfgcLObUfQm0j1W2CK
2022,26,I Like You (A Happier Song) (with Doja Cat),Post Malone,Doja Cat,,,3:12,75.0,0O6u0VJ46W86TxN9wgyqDj
2022,27,You Proof,Morgan Wallen,,,,2:37,78.0,5W4kiM2cUYBJXKRudNyxjW
2022,28,Bad Habit,Steve Lacy,,,,3:52,81.0,4k6Uh1HXdhtusDW5y8Gbvy
2022,29,Sunroof,Nicky Youre,hey daisy,,,2:43,81.0,5YqEzk3C5c3UZ1D5fJUlXA
2022,30,One Right Now (with The Weeknd),Post Malone,The Weeknd,,,3:12,66.0,1nltpRhEiXikwDlVn4UADk
2022,31,good 4 u,Olivia Rodrigo,,,,2:58,81.0,4ZtFanR9U6ndgddUvNcjcG
2022,32,Numb Little Bug,Em Beihold,,,,2:49,67.0,1KQc37jezhunxnOPhvdwSG
2022,33,Jimmy Cooks (feat. 21 Savage),Drake,21 Savage,,,3:38,79.0,3F5CgOj3wFlRv51JsHbxhe
2022,34,'Til You Can't,Cody Johnson,,,,3:44,70.0,4k3lPl8YTKuY8c1HelVnm3
2022,35,Fancy Like,Walker Hayes,,,,2:41,68.0,58UKC45GPNTflCN6nwCUeF
2022,36,The Kind of Love We Make,Luke Combs,,,,3:44,74.0,48UKTR66uUOT9LaUvooTNx
2022,37,I Ain't Worried,OneRepublic,,,,2:28,79.0,4h9wh7iOZ0GGn8QVp4RAOB
2022,38,BREAK MY SOUL,Beyoncé,,,,4:38,66.0,5pyoxDZ1PX0KxBxiRVxA4U
2022,39,Something in the Orange,Zach Bryan,,,,3:48,83.0,3WMj8moIAXJhHsyLaqIIHI
2022,40,Save Your Tears,The Weeknd,,,,3:35,83.0,5QO79kh1waicV47BqGRL3g
2022,41,Smokin Out The Window,Bruno Mars,Anderson .Paak,Silk Sonic,,3:17,71.0,3xVZYkcuWalGudeKl861wb
2022,42,Levitating (feat. DaBaby),Dua Lipa,DaBaby,,,3:23,80.0,5nujrmhLynf4yMoMtj8AQF
2022,43,In A Minute,Lil Baby,,,,3:20,61.0,31lopd32BkJBTSgYE16c5e
2022,44,Moscow Mule,Bad Bunny,,,,4:05,79.0,6Xom58OOXk2SoU711L2IXO
2022,45,You Right,Doja Cat,The Weeknd,,,3:06,74.0,0k4d5YPDr1r7FX77VdqWez
2022,46,She Had Me At Heads Carolina,Cole Swindell,,,,3:26,69.0,200x8ONbPfFzByUr3fVz46
2022,47,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,,,,3:02,71.0,0hquQWY3xvYqN4qtiquniF
2022,48,pushin P (feat. Young Thug),Gunna,Future,Young Thug,,2:16,67.0,3XOalgusokruzA5ZBA2Qcb
2022,49,Buy Dirt,Jordan Davis,Luke Bryan,,,2:47,77.0,69AIpwGNLxr4qS1X5ynx60
2022,50,I Hate U,SZA,,,,2:53,68.0,2aJnyNu4PQxQ2lyj5boiMG
2022,51,Boyfriend,Dove Cameron,,,,2:33,71.0,59CfNbkERJ3NoTXDvoURjj
2022,52,Glimpse of Us,Joji,,,,3:53,80.0,2mlNgAeIBnL78ZriXgrRHz
2022,53,Surface Pressure,Jessica Darrow,,,,3:22,67.0,760jhRscwGbIIe1m1IIQpU
2022,54,Fall In Love,Bailey Zimmerman,,,,3:52,76.0,0rCFRyEy4WXjRXNpO80Dzs
2022,55,love nwantiti (ah ah ah),CKay,,,,2:25,74.0,2Xr1dTzJee307rmrkt8c0g
2022,56,Super Freaky Girl,Nicki Minaj,,,,2:50,66.0,2yjlYDiNiQkdxVqTlaSrlX
2022,57,Hrs & Hrs,Muni Long,,,,3:24,71.0,3ncmoWTwJgx63LwMTyBCXf
2022,58,Sand In My Boots,Morgan Wallen,,,,3:22,72.0,0uRrG2jRR5tuifsYIJHEao
2022,59,MAMIII,Becky G,KAROL G,,,3:46,74.0,7FlQk2gJ6TBrHHiidvdR2O
2022,60,Knife Talk (with 21 Savage ft. Project Pat),Drake,21 Savage,Project Pat,,4:02,74.0,2BcMwX1MPV6ZHP4tUT9uq6
2022,61,AA,Walker Hayes,,,,3:09,53.0,6aIrXGmaFqPafbYgxbMUsj
2022,62,Sweetest Pie,Megan Thee Stallion,Dua Lipa,,,3:21,65.0,7mFj0LlWtEJaEigguaWqYh
2022,63,PROVENZA,KAROL G,,,,3:27,79.0,3HqcNJdZ2seoGxhn0wVNDK
2022,64,Essence (feat. Tems),Wizkid,Tems,,,4:08,70.0,5FG7Tl93LdH117jEKYl3Cm
2022,65,All I Want for Christmas Is You,Mariah Carey,,,,4:01,89.0,0bYg9bo50gSsH3LtXe2SQn
2022,66,Bam Bam (feat. Ed Sheeran),Camila Cabello,Ed Sheeran,,,3:26,70.0,0QBzMgT7NIeoCYy3sJCof1
2022,67,5 Foot 9,Tyler Hubbard,,,,3:09,66.0,0U4iRayct65wsaBMQGiLbg
2022,68,Get Into It (Yuh),Doja Cat,,,,2:18,71.0,0W6I02J9xcqK8MtSeosEXb
2022,69,Efecto,Bad Bunny,,,,3:33,79.0,5Eax0qFko2dh7Rl2lYs3bx
2022,70,Rock and A Hard Place,Bailey Zimmerman,,,,3:27,79.0,1TE8AAk9koG0UJco6ZAUfx
2022,71,Doin' This,Luke Combs,,,,4:14,61.0,6TpyujRefwsflWFXbmjVpj
2022,72,Oh My God,Adele,,,,3:45,71.0,3Kkjo3cT83cw09VJyrLNwX
2022,73,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,Mae Muller,Polo G,,2:40,68.0,6f5ExP43esnvdKPddwKXJH
2022,74,Meet Me At Our Spot,THE ANXIETY,WILLOW,Tyler Cole,,2:42,71.0,07MDkzWARZaLEdKxo6yArG
2022,75,Fingers Crossed,Lauren Spencer Smith,,,,2:55,70.0,4wH7ZoqgETaACS9BlUkvuY
2022,76,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,,,,10:13,78.0,5enxwA8aAbwZbf5qCHORXi
2022,77,Party,Bad Bunny,Rauw Alejandro,,,3:47,73.0,4tYFy8ALRjIZvnvSLw5lxN
2022,78,Después de la Playa,Bad Bunny,,,,3:50,72.0,1dm6z1fWB0cErMszU25dy2
2022,79,You Should Probably Leave,Chris Stapleton,,,,3:33,80.0,2UikqkwBv7aIvlixeVXHWt
2022,80,Rockin' Around The Christmas Tree,Brenda Lee,,,,2:06,87.0,2EjXfH91m7f8HiJN1yQg97
2022,81,Broadway Girls (feat. Morgan Wallen),Lil Durk,Morgan Wallen,,,3:05,72.0,7qTaDOcld0VmBWXnkbUj45
2022,82,Take My Name,Parmalee,,,,2:37,61.0,7g0Zfd5J6Hzx9M2fRUMuba
2022,83,What Happened To Virgil (feat. Gunna),Lil Durk,Gunna,,,3:01,62.0,7ohROa13QK43JBRqfCmz4P
2022,84,PUFFIN ON ZOOTIEZ,Future,,,,2:52,77.0,1qMMYpVatbRITKCfq1gasi
2022,85,Like I Love Country Music,Kane Brown,,,,3:54,59.0,3j1xkzTW8owIphkWV51V9s
2022,86,Jingle Bell Rock,Bobby Helms,,,,2:10,85.0,7vQbuQcyTflfCIOu3Uzzya
2022,87,Ojitos Lindos,Bad Bunny,Bomba Estéreo,,,4:18,80.0,3k3NWokhRRkEPhCzPmV8TW
2022,88,Trouble with a Heartbreak,Jason Aldean,,,,3:16,54.0,0P9c1rdCeGAkCeS425KbI5
2022,89,A Holly Jolly Christmas,Burl Ives,,,,2:15,73.0,77khP2fIVhSW23NwxrRluh
2022,90,Kiss Me More (feat. SZA),Doja Cat,SZA,,,3:28,80.0,3DarAbFujv6eYNliUTyqtz
2022,91,She Likes It (feat. Jake Scott),Russell Dickerson,Jake Scott,,,2:43,54.0,4uJDDG8vXJ6fZHtTfrPfMX
2022,92,Never Say Never (with Lainey Wilson),Cole Swindell,Lainey Wilson,,,2:56,54.0,3iYEsBl8NBq1o1j5uY2Noe
2022,93,Damn Strait,Scotty McCreery,,,,3:50,53.0,0gNrujgnSfw4LuSvd0Jbs6
2022,94,she's all i wanna be,Tate McRae,,,,3:27,78.0,7l9IqDtVWJurTvkQHq1BGh
2022,95,Last Night Lonely,Jon Pardi,,,,3:02,65.0,0k11c8vwyeNSGQex6UMa1v
2022,96,Flower Shops (feat. Morgan Wallen),ERNEST,Morgan Wallen,,,3:34,71.0,1DbZAffh8GGwW41Q3AU8iC
2022,97,TO THE MOON,JNR CHOI,Sam Tompkins,,,2:32,62.0,5vUnjhBzRJJIAOJPde6zDx
2022,98,Unholy (feat. Kim Petras),Sam Smith,Kim Petras,,,2:36,76.0,3nqQXoyQOWXiESFLlDF1hG
2022,99,One Mississippi,Kane Brown,,,,3:33,54.0,4FdPnT2cFrpWCmWZd7GXc3
2022,100,Circles Around This Town,Maren Morris,,,,3:15,44.0,13G5xv1wUKvJYbK0wYmioN
2023,1,Last Night,Morgan Wallen,,,,2:43,79.0,7K3BhSpAxZBznislvUMVtn
2023,2,Flowers,Miley Cyrus,,,,3:20,86.0,7DSAEUvxU8FajXtRloy8M0
2023,3,Kill Bill,SZA,,,,2:33,86.0,1Qrg8KqiBpW07V7PNxwwwL
2023,4,Anti-Hero,Taylor Swift,,,,3:20,80.0,0V3wPSX9ygBnCm8psDIegu
2023,5,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,The Weeknd,21 Savage,,3:41,81.0,2dHHgzDwk4BJdRwy9uXhTO
2023,6,Calm Down (with Selena Gomez),Rema,Selena Gomez,,,3:59,79.0,0WtM2NBVQNNJLh6scP13H8
2023,7,Die For You,The Weeknd,,,,4:20,84.0,2LBqCSwhJGcFQeTHMVGwy3
2023,8,Fast Car,Luke Combs,,,,4:25,82.0,1Lo0QY9cvc8sUB2vnIOxDT
2023,9,Snooze,SZA,,,,3:21,86.0,4iZ4pt7kvcaH6Yo8UoZ4s2
2023,10,I'm Good (Blue),David Guetta,Bebe Rexha,,,2:55,84.0,4uUG5RXrOk84mYEfFvj3cK
2023,11,Unholy (feat. Kim Petras),Sam Smith,Kim Petras,,,2:36,76.0,3nqQXoyQOWXiESFLlDF1hG
2023,12,You Proof,Morgan Wallen,,,,2:37,78.0,5W4kiM2cUYBJXKRudNyxjW
2023,13,Something in the Orange,Zach Bryan,,,,3:48,83.0,3WMj8moIAXJhHsyLaqIIHI
2023,14,Rich Flex,Drake,21 Savage,,,3:59,74.0,1bDbXMyjaUIooNwFE9wn0N
2023,15,As It Was,Harry Styles,,,,2:47,86.0,4Dvkj6JhhA12EX05fT7y2e
2023,16,Rock and A Hard Place,Bailey Zimmerman,,,,3:27,79.0,1TE8AAk9koG0UJco6ZAUfx
2023,17,Under The Influence,Chris Brown,,,,3:04,83.0,5IgjP7X4th6nMNDh4akUHb
2023,18,Cruel Summer,Taylor Swift,,,,2:58,88.0,1BxfuPKGuaTgP7aM0Bbdwr
2023,19,Thinkin’ Bout Me,Morgan Wallen,,,,2:57,80.0,0PAcdVzhPO4gq1Iym9ESnK
2023,20,Boy's a liar Pt. 2,PinkPantheress,Ice Spice,,,2:11,71.0,5CCr8msaN3MhgqBoa9yWhH
2023,21,Favorite Song,Toosii,,,,3:24,65.0,5Bvhk3wx42kkDEggSQIwqL
2023,22,Thought You Should Know,Morgan Wallen,,,,3:35,74.0,3Qu3Zh4WTKhP9GEXo0aDnb
2023,23,Thank God,Kane Brown,Katelyn Brown,,,2:54,68.0,1brnLTvarI9D1hLP6z2Ar8
2023,24,Sure Thing,Miguel,,,,3:15,84.0,0JXXNGljqupsJaZsgSbMZV
2023,25,All My Life (feat. J. Cole),Lil Durk,J. Cole,,,3:43,68.0,6HgWWaMu31KdOpEG5l28BG
2023,26,Ella Baila Sola,Eslabon Armado,Peso Pluma,,,2:45,75.0,3dnP0JxCgygwQH9Gm7q7nb
2023,27,Karma,Taylor Swift,,,,3:24,75.0,7KokYm8cMIXCsGVmUvKtqf
2023,28,Just Wanna Rock,Lil Uzi Vert,,,,2:03,71.0,4FyesJzVpA39hbYvcseO2d
2023,29,CUFF IT,Beyoncé,,,,3:45,74.0,1xzi1Jcr7mEi9K2RfzLOqS
2023,30,vampire,Olivia Rodrigo,,,,3:39,82.0,1kuGVB7EU95pJObxwvfwKS
2023,31,fukumean,Gunna,,,,2:05,80.0,4rXLjWdF2ZZpXCVTfWcshS
2023,32,Lavender Haze,Taylor Swift,,,,3:22,73.0,5jQI2r1RdgtuT8S3iG8zFC
2023,33,Players,Coi Leray,,,,2:19,68.0,6UN73IYd0hZxLi8wFPMQij
2023,34,Need A Favor,Jelly Roll,,,,3:17,73.0,07on0OB2cdPt79IFsgdRUy
2023,35,Dance The Night - From Barbie The Album,Dua Lipa,,,,2:56,79.0,1vYXt7VSjH9JIM5oRRo7vA
2023,36,Love You Anyway,Luke Combs,,,,3:49,68.0,2kYevr8cbIAH2ha8210Bnz
2023,37,One Thing At A Time,Morgan Wallen,,,,3:26,66.0,1rXq0uoV4KTgRN64jXzIxo
2023,38,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,Future,Chris Brown,,3:02,79.0,0vjeOZ3Ft5jvAi9SBFJm1j
2023,39,Bad Habit,Steve Lacy,,,,3:52,81.0,4k6Uh1HXdhtusDW5y8Gbvy
2023,40,La Bebe - Remix,Yng Lvcas,Peso Pluma,,,3:54,78.0,2UW7JaomAMuX9pZrjVpHAU
2023,41,golden hour,JVKE,,,,3:29,76.0,5odlY52u43F5BjByhxg7wg
2023,42,Religiously,Bailey Zimmerman,,,,2:58,76.0,0bILU0UiNDmA5Ff6whhb2R
2023,43,Spin Bout U,Drake,21 Savage,,,3:34,74.0,2ZL7WZcjuYKi1KUDtp4kCC
2023,44,Cupid (Twin Ver.) - Live Studio Version OT4,FIFTY FIFTY,,,,2:54,75.0,4gXHG9domIKO6FIViDISA4
2023,45,Search & Rescue,Drake,,,,4:32,71.0,7aRCf5cLOFN1U7kvtChY1G
2023,46,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,Ice Spice,Aqua,,1:49,70.0,741UUVE2kuITl0c6zuqqbO
2023,47,Next Thing You Know,Jordan Davis,,,,2:55,73.0,39OclE5hZematADrdfaWvE
2023,48,Escapism.,RAYE,070 Shake,,,4:32,78.0,5mHdCZtVyb4DcJw8799hZp
2023,49,un x100to,Grupo Frontera,Bad Bunny,,,3:14,80.0,2yzshFeBIwH8tWIqHEFLeD
2023,50,Until I Found You,Stephen Sanchez,,,,2:56,77.0,6VhuP99TE6gYNQRJIlAWFD
2023,51,Shirt,SZA,,,,3:01,75.0,2wSTnntOPRi7aQneobFtU4
2023,52,Paint The Town Red,Doja Cat,,,,3:51,78.0,2IGMVunIBsBLtEQyoI1Mu7
2023,53,Made You Look,Meghan Trainor,,,,2:14,78.0,0QHEIqNKsMoOY5urbzN48u
2023,54,wait in the truck,HARDY,Lainey Wilson,,,4:37,68.0,6fDlK6P4s3BVMls9EmfCWI
2023,55,All I Want for Christmas Is You,Mariah Carey,,,,4:01,89.0,0bYg9bo50gSsH3LtXe2SQn
2023,56,Everything I Love,Morgan Wallen,,,,3:07,66.0,03fs6oV5JAlbytRYf3371S
2023,57,Chemical,Post Malone,,,,3:04,74.0,5w40ZYhbBMAlHYNDaVJIUu
2023,58,Heart Like A Truck,Lainey Wilson,,,,3:19,70.0,5DIBVDJOHh7djepAjKHWCO
2023,59,"Going, Going, Gone",Luke Combs,,,,2:57,77.0,67AdiJcurlf6gocGobfaXs
2023,60,Rockin' Around The Christmas Tree,Brenda Lee,,,,2:06,87.0,2EjXfH91m7f8HiJN1yQg97
2023,61,Dancin’ In The Country,Tyler Hubbard,,,,2:59,69.0,2KtGiBi5CrX2ERPD2PAS34
2023,62,Daylight,David Kushner,,,,3:32,81.0,1odExI7RdWc4BT515LTAwj
2023,63,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,,,,3:16,68.0,35ovElsgyAtQwYPYnZJECg
2023,64,Eyes Closed,Ed Sheeran,,,,3:14,71.0,3p7XQpdt8Dr6oMXSvRZ9bg
2023,65,TQG,KAROL G,Shakira,,,3:17,79.0,0DWdj2oZMBFSzRsi2Cvfzf
2023,66,Try That In A Small Town,Jason Aldean,,,,3:01,63.0,5BqI4ugJL5WaPRQ6MlC8Ho
2023,67,Tennessee Orange,Megan Moroney,,,,3:43,75.0,6DLbBlGIOjjEj0dNN25zhZ
2023,68,Jingle Bell Rock,Bobby Helms,,,,2:10,85.0,7vQbuQcyTflfCIOu3Uzzya
2023,69,Princess Diana (with Nicki Minaj),Ice Spice,Nicki Minaj,,,2:52,67.0,0ZxhtATQ0a6EvQNZ0z6NKV
2023,70,Tomorrow 2 (with Cardi B),GloRilla,Cardi B,,,3:29,69.0,0WNfQxDGaPTl0yogcMR5v1
2023,71,A Holly Jolly Christmas,Burl Ives,,,,2:15,73.0,77khP2fIVhSW23NwxrRluh
2023,72,WHERE SHE GOES,Bad Bunny,,,,3:51,74.0,7ro0hRteUMfnOioTFI5TG1
2023,73,Bebe Dame,Fuerza Regida,Grupo Frontera,,,4:31,70.0,0IKeDy5bT9G0bA7ZixRT4A
2023,74,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Kacey Musgraves,,,3:47,84.0,4KULAymBBJcPRpk1yO4dOG
2023,75,I Like You (A Happier Song) (with Doja Cat),Post Malone,Doja Cat,,,3:12,75.0,0O6u0VJ46W86TxN9wgyqDj
2023,76,What It Is (Block Boy) (with Kodak Black),Doechii,Kodak Black,,,3:43,64.0,1O8zCu3dLLPxkbGfIsbRgE
2023,77,Nobody Gets Me,SZA,,,,3:00,85.0,5Y35SjAfXjjG0sFQ3KOxmm
2023,78,Rich Men North of Richmond,Oliver Anthony Music,,,,3:07,72.0,78Du4CMFgnhdlG33gblkiP
2023,79,Super Freaky Girl,Nicki Minaj,,,,2:50,66.0,2yjlYDiNiQkdxVqTlaSrlX
2023,80,Dial Drunk (with Post Malone),Noah Kahan,Post Malone,,,3:33,78.0,22VHOlVYBqytsrAqV8yXBK
2023,81,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,,,,3:42,84.0,6wf7Yu7cxBSPrRlWeSeK0Q
2023,82,Seven (feat. Latto) (Explicit Ver.),Jung Kook,Latto,,,3:03,84.0,2HRgqmZQC0MC7GeNuDIXHN
2023,83,WAIT FOR U (feat. Drake & Tems),Future,Drake,Tems,,3:09,81.0,59nOXPmaKlBfGMDeOVGrIK
2023,84,Last Christmas,Wham!,,,,4:22,87.0,2FRnf9qhLbvw8fu4IBXx78
2023,85,Handle On You,Parker McCollum,,,,3:39,66.0,4reXo2zg1uhEIpUAacDb9C
2023,86,Por Las Noches,Peso Pluma,,,,3:58,72.0,6YWME4xCa5Lm6X1exVMQIC
2023,87,Memory Lane,Old Dominion,,,,2:52,70.0,1nrgBXtczBXNSlqIezjwbR
2023,88,Area Codes,Kaliii,,,,2:19,69.0,7sliFe6W30tPBPh6dvZsIH
2023,89,Bury Me in Georgia,Kane Brown,,,,4:02,56.0,4EKH0ajMHXTkq4ztWuztVH
2023,90,PRC,Peso Pluma,Natanael Cano,,,3:04,70.0,2mpoNBkngUEwnaKoBhZ0vl
2023,91,What My World Spins Around,Jordan Davis,,,,3:06,71.0,6vjZxvzdAeHp7jv3R398Xm
2023,92,Ain’t That Some,Morgan Wallen,,,,2:38,74.0,2YVlDlk2zRceefo6XlC6DX
2023,93,Wild as Her,Corey Kent,,,,3:21,69.0,3kXH9BQq0TyNliiP1MIE6N
2023,94,Peaches & Eggplants (feat. 21 Savage),Young Nudy,21 Savage,,,3:23,64.0,2KcQ0PbPj0O3P48B9YX7iN
2023,95,I Wrote The Book,Morgan Wallen,,,,3:01,64.0,7phmBo7bB9I9YifAXqnlqV
2023,96,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,Shakira,,,3:34,75.0,4nrPB8O7Y7wsOCJdgXkthe
2023,97,MELTDOWN (feat. Drake),Travis Scott,Drake,,,4:06,74.0,67nepsnrcZkowTxMWigSbb
2023,98,Put It On Da Floor Again (feat. Cardi B),Latto,Cardi B,,,3:05,58.0,6c6WmIHcHlhccEwSFBhzNa
2023,99,Bloody Mary,Lady Gaga,,,,4:04,66.0,11BKm0j4eYoCPPpCONAVwA
2023,100,Watermelon Moonshine,Lainey Wilson,,,,3:28,71.0,3sYBFUXTv0STUoUINx9Qe8
2024,1,Lose Control,Teddy Swims,,,,3:30,89.0,17phhZDn6oGtzMe56NuWvj
2024,2,A Bar Song (Tipsy),Shaboozey,,,,2:51,85.0,2FQrifJ1N335Ljm3TjTVVf
2024,3,Beautiful Things,Benson Boone,,,,3:00,86.0,3xkHsmpQCBMytMJNiDf3Ii
2024,4,I Had Some Help (Feat. Morgan Wallen),Post Malone,Morgan Wallen,,,2:58,84.0,5IZXB5IKAD2qlvTPJYDCFB
2024,5,Lovin On Me,Jack Harlow,,,,2:18,81.0,4xhsWYTOGcal8zt0J161CU
2024,6,Not Like Us,Kendrick Lamar,,,,4:34,87.0,6AI3ezQ4o3HUoP6Dhudph3
2024,7,Espresso,Sabrina Carpenter,,,,2:55,88.0,2HRqTpkrJO5ggZyyK6NPWz
2024,8,MILLION DOLLAR BABY,Tommy Richman,,,,2:35,87.0,5AJ9hqTS2wcFQCELCFRO7A
2024,9,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Kacey Musgraves,,,3:47,84.0,4KULAymBBJcPRpk1yO4dOG
2024,10,Too Sweet,Hozier,,,,4:11,78.0,76JKIsdKrAfWUMjaA0u7v5
2024,11,Stick Season,Noah Kahan,,,,3:02,86.0,0mflMxspEfB0VbI1kyLiAv
2024,12,Cruel Summer,Taylor Swift,,,,2:58,88.0,1BxfuPKGuaTgP7aM0Bbdwr
2024,13,greedy,Tate McRae,,,,2:11,85.0,3rUGC1vUpkDG9CZFHMur1t
2024,14,Like That,Future,Metro Boomin,Kendrick Lamar,,4:27,83.0,2tudvzsrR56uom6smgOcSf
2024,15,BIRDS OF A FEATHER,Billie Eilish,,,,3:30,96.0,6dOtVTDdiauQNBQEDOtlAB
2024,16,Please Please Please,Sabrina Carpenter,,,,3:06,86.0,2tHwzyyOLoWSFqYNjeVMzj
2024,17,Agora Hills,Doja Cat,,,,4:25,76.0,7dJYggqjKo71KI9sLzqCs8
2024,18,"Good Luck, Babe!",Chappell Roan,,,,3:38,92.0,0WbMK4wrZ1wFSty9F7FCgu
2024,19,Saturn,SZA,,,,3:06,81.0,040I32EKLxQrkuxQu1pqvT
2024,20,Snooze,SZA,,,,3:21,86.0,4iZ4pt7kvcaH6Yo8UoZ4s2
2024,21,Paint The Town Red,Doja Cat,,,,3:51,78.0,2IGMVunIBsBLtEQyoI1Mu7
2024,22,Fortnight (feat. Post Malone),Taylor Swift,Post Malone,,,3:48,83.0,2OzhQlSqBEmt7hmkYxfT6m
2024,23,Fast Car,Luke Combs,,,,4:25,82.0,1Lo0QY9cvc8sUB2vnIOxDT
2024,24,Water,Tyla,,,,3:20,84.0,5aIVCx5tnk0ntmdiinnYvw
2024,25,Feather,Sabrina Carpenter,,,,3:05,83.0,2Zo1PcszsT9WQ0ANntJbID
2024,26,we can't be friends (wait for your love),Ariana Grande,,,,3:48,86.0,51ZQ1vr10ffzbwIjDCwqm4
2024,27,Austin (Boots Stop Workin'),Dasha,,,,2:51,84.0,2uqYupMHANxnwgeiXTZXzd
2024,28,Last Night,Morgan Wallen,,,,2:43,79.0,7K3BhSpAxZBznislvUMVtn
2024,29,Cowgirls (feat. ERNEST),Morgan Wallen,ERNEST,,,3:01,82.0,7fveJ3pk1eSfxBdVkzdXZ0
2024,30,Pink Skies,Zach Bryan,,,,3:14,84.0,4ZJ4vzLQekI0WntDbanNC7
2024,31,Thinkin’ Bout Me,Morgan Wallen,,,,2:57,80.0,0PAcdVzhPO4gq1Iym9ESnK
2024,32,TEXAS HOLD 'EM,Beyoncé,,,,3:53,73.0,7wLShogStyDeZvL0a6daN5
2024,33,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,,,3:49,74.0,1Iq8oo9XkmmvCQiGOfORiz
2024,34,Miles On It,Marshmello,Kane Brown,,,2:48,80.0,4pkb8SbRGeHAvdb87v9rpf
2024,35,I Can Do It With a Broken Heart,Taylor Swift,,,,3:38,81.0,4q5YezDOIPcoLr8R81x9qy
