Year,Rank,Title,Artist,Spotify ID,Genres,Duration,Popularity
2008,42,Damaged Thoughts,Screwly G,0cv3f749ZIYu44LFKCfO4U,,2:31,50
2008,43,A Milli,Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,"rap, hip hop",3:41,66
2008,44,Sorry,Justin Bieber,09CtPGIpYB4BrO8qb1RGsF,,3:20,83
2008,45,Independent (feat. Boosie Badazz & Lil Phat),"Webbie, Boosie Badazz, Lil Phat",0tdjTo4xacmmF7eINqaM8z,"southern hip hop, crunk",4:10,55
2008,46,Can't Believe It (feat. Lil' Wayne),"T-Pain, Lil Wayne",4D2cYdHqk8tu65jUig4OcN,,4:33,59
2008,47,Like You'll Never See Me Again,Alicia Keys,3JHDtmFdX9kdx9wz0md98U,"r&b, neo soul",5:15,52
2008,48,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,7zMcNqs55Mxer82bvZFkpg,,3:23,59
2008,49,When I Grow Up,The Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,,4:05,69
2008,50,Sensual Seduction,Snoop Dogg,1wva1IlWLDNLgwipUWcmjy,"g-funk, west coast hip hop, gangster rap, hip hop, rap",4:05,53
2008,51,What You Got,"Colby O'Donis, Akon",3MldzywZOH4Uci6bq9noyJ,,4:03,59
2008,52,It's Not My Time,"3 Doors Down, Jack Joseph Puig",6YAVQOzPhKsP50AGIT9Ry2,post-grunge,4:02,39
2008,53,Better in Time,Leona Lewis,2iXBZ32Fz5VDCLeE0JIdX5,,3:54,64
2008,54,Crank That (Soulja Boy),Soulja Boy,66TRwr5uJwPt15mfFkzhbi,,3:41,74
2008,55,Shadow of the Day,Linkin Park,0OYcEfskah1egYHjYRvbg1,"nu metal, rap metal, rock, alternative metal",4:49,65
2008,56,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Wyclef Jean, Akon, Lil Wayne, Niia",4liGjmhCupa7RP9JaQELYx,,4:01,56
2008,57,Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,,3:52,77
2008,58,Fall For You,Secondhand Serenade,0bJ7Fs6uqdILGFy8O7Stz7,emo,3:03,64
2008,59,In the Ayer (feat. will.I.am),"Flo Rida, will.i.am",6RpiAj9Ofv0Uqp6n2OuRoh,,3:40,53
2008,60,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,,3:57,73
2008,61,One Step At a Time,Jordin Sparks,5o4W6yWSJD9e9Ea8YC9WjF,,3:25,58
2008,62,Hate That I Love You,"Rihanna, Ne-Yo",669Zz4glMcFwFl1BRltkXP,,3:39,57
2008,63,Superstar (feat. Matthew Santos),"Lupe Fiasco, Matthew Santos",7dltD9eEX7X1zk8JJ9BS0e,,4:49,67
2008,64,Suffocate (feat. Poppy),"Knocked Loose, Poppy",6PXYOVPBzO3xojFhQAvmde,"hardcore, metalcore, deathcore, hardcore punk",2:44,64
2008,65,Let It Rock,"Kevin Rudolf, Lil Wayne",6TrNRd98WksT9Kkmx9uj6R,,3:51,65
2008,66,Get Like Me,"David Banner, Chris Brown, Yung Joc",2IBF9lQ9lgVai8LkskI5L7,"southern hip hop, crunk",3:44,57
2008,67,Realize,Trxy!,51RriaGnB6VILb54rXHKj8,shoegaze,1:55,66
2008,68,Put On,"Jeezy, Kanye West",3OePAyHePd68TTKmy2hjq0,"southern hip hop, crunk, rap, gangster rap",5:21,66
2008,69,The Time of My Life,David Cook,6avyV3xlz2UFeiAUZ0SqyT,,3:36,49
2008,70,"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","Three 6 Mafia, Project Pat, Young-D, Superpower",4xWMTkwknjh8FzxNrkwLl6,"memphis rap, southern hip hop, crunk, horrorcore, gangster rap",4:11,48
2008,71,Cyclone (feat. T-Pain) - Main,"Baby Bash, T-Pain",0x1LCpY9Rgeq97VPajm81B,,3:42,63
2008,72,Love Like This,Lauren Daigle,3DBu7OhZ58syQ7PotgqXV2,"christian, worship, ccm, pop worship, christian pop",4:14,54
2008,73,Burnin' Up,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,,2:55,65
2008,74,Love Lockdown,Kanye West,1kxeWHF9PrCVZHvVskv8lg,rap,4:30,63
2008,75,I Luv Your Girl,The-Dream,3wkNK8tJZ2stygNJm8RCRD,r&b,4:27,65
2008,76,CRUSH,"Yellow Claw, Natte Visstick, RHYME",5GKsUqnQ90T5kkvG6u30wZ,"edm, edm trap",2:46,63
2008,77,Hypnotized,YoungBoy Never Broke Again,0rCBuqZnByLDCiYEI9vCKy,,2:33,55
2008,78,Big Girls Don't Cry (Personal),Fergie,4AniPkv5vgdE1n6VKreiyI,,4:28,64
2008,79,Good Life,"Kanye West, T-Pain",4ZPdLEztrlZqbJkgHNw54L,rap,3:27,73
2008,80,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,pop,3:44,77
2008,81,Love Story,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,,3:55,62
2008,82,Just Fine,Mary J. Blige,33vzOPcd9FRirYGlCu32x4,r&b,4:02,59
2008,83,Piece of Me,Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,pop,3:32,62
2008,84,The Boss,"James Brown, The J.B.'s",6LzjgzpVl0hB3YrBU1b8Z1,"soul, motown, funk",3:14,61
2008,85,All Summer Long,Kid Rock,5rX6C5QVvvZB7XckETNych,,4:57,69
2008,86,Can't Help but Wait,Trey Songz,5k3VjTwIsOjQ2woGz3Yx71,r&b,3:26,65
2008,87,Fell In Love With a Girl,The White Stripes,21Qsj3cMVCx2xF2EVVNbEu,"garage rock, blues rock, rock, alternative rock",1:50,67
2008,88,"My Life - From ""Despicable Me"" Soundtrack",Robin Thicke,73nnFqLGSezcmpCzXSto88,,3:53,35
2008,89,I Remember,"deadmau5, Kaskade",69Y7bqe3lsESYEqCqJ4eBH,"edm, progressive house, dubstep",9:07,52
2008,90,Flashing Lights,"Kanye West, Dwele",5TRPicyLGbAF2LGBFbHGvO,rap,3:57,83
2008,91,Mrs. Officer,"Lil Wayne, Bobby V., Kidd Kidd",0EHR9OObFtjlhQB8wSt1m7,"rap, hip hop",4:46,67
2008,92,7 Things,Miley Cyrus,3IX7D1jRMR3TRN3en9WPLN,,3:33,24
2008,93,You're Gonna Miss This,Trace Adkins,7Efs0OIW6zgQyH7ehKZYpN,"country, acoustic country",3:44,60
2008,94,Love Remains The Same,Gavin Rossdale,3ZQY0bVYJDg9GYcYc6jLmH,,4:09,38
2008,95,Feels Like Tonight,Daughtry,2ybT2tUk0uqrjFE3ppf0et,,3:58,51
2008,96,The Way I Are,"Timbaland, Keri Hilson, D.O.E.",2bLqfJjuC5syrsgDsZfGmn,,2:59,81
2008,97,Addicted,Saving Abel,3pxCXv0NACYfYnLjFcQW5D,post-grunge,3:42,68
2008,98,Into The Night,Benny Mardones,0rhyBUAgNXwdyvGVXSrLzc,soft rock,4:31,56
2008,99,Heaven Sent,Tevomxntana,4m2QuDurLmzP9ox7QESPpA,,2:27,65
2008,100,She Got It,"2 Pistols, T-Pain, Tay Dizm",11WuptzKtcVfPMYaf5aook,,4:34,48
2009,1,Boom Boom Pow,Black Eyed Peas,3opVsyWVYEAFK9bJAG8Opa,,4:11,64
2009,2,Poker Face,Lady Gaga,5R8dQOPq8haW94K7mgERlO,"art pop, pop",3:57,76
2009,3,Just Dance,"Lady Gaga, Colby O'Donis",2x7MyWybabEz6Y6wvHuwGE,"art pop, pop",4:01,74
2009,4,I Gotta Feeling,Black Eyed Peas,2H1047e0oMSj10dgp7p2VG,,4:49,74
2009,5,Love Story,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,,3:55,62
2009,6,Right Round,"Flo Rida, Kesha",3GpbwCm3YxiWDvy29Uo3vP,,3:24,75
2009,7,I'm Yours,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,"soft pop, acoustic pop",4:02,74
2009,8,Single Ladies (Put a Ring on It),Beyoncé,2ZBNclC5wm4GtiWaeh0DMx,,3:13,62
2009,9,Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,rap,3:31,83
2009,10,Gives You Hell,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,"pop punk, emo",3:33,69
2009,11,You Belong With Me,Taylor Swift,3GCL1PydwsLodcpv0Ll1ch,,3:51,62
2009,12,Dead And Gone,"T.I., Justin Timberlake",7IhsLJMqdxoo7YAZjaSMru,southern hip hop,4:59,68
2009,13,You Found Me,The Fray,4IoYz8XqqdowINzfRrFnhi,,4:01,72
2009,14,Use Somebody,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,modern rock,3:50,77
2009,15,Knock You Down,"Keri Hilson, Kanye West, Ne-Yo",58FUwmyGUqkt53YPUcm7cJ,,5:26,64
2009,16,Blame It,"Jamie Foxx, T-Pain",08uGhvS5MfBk7crUCpnjva,,4:49,63
2009,17,I Know You Want Me (Calle Ocho),Pitbull,13plQdOoWSSXPRUSZc5FuM,,3:57,69
2009,18,Live Your Life,"T.I., Rihanna",3jlbL2OTD5YmIunYzgQTAN,southern hip hop,5:38,73
2009,19,Kiss Me Thru The Phone,"Soulja Boy, Sammie",2q4rjDy9WhaN3o9MvDbO21,,3:13,76
2009,20,Down with the Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v,"metal, nu metal, alternative metal, rap metal, hard rock, heavy metal, rock",4:39,75
2009,21,The Climb,Miley Cyrus,0V8FYVlBFuXXTIvRnMbZyS,,3:56,64
2009,22,Best I Ever Had,Drake,3QLjDkgLh9AOEHlhQtDuhs,"rap, hip hop",4:17,74
2009,23,My Life Would Suck Without You,Kelly Clarkson,4Dm32oO01YpIubCHaAtKkN,christmas,3:31,63
2009,24,Halo,Beyoncé,4JehYebiI9JE8sR8MisGVb,,4:21,72
2009,25,Hot N Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,pop,3:40,70
2009,26,Second Chance,Shinedown,0CwYG1UnRmOx8Q1EzElCIL,"post-grunge, alternative metal, rock, acoustic rock",3:42,68
2009,27,Circus,Britney Spears,7jk7gqyEonmVVYahZN5zhW,pop,3:12,76
2009,28,Day 'N' Nite (nightmare),Kid Cudi,5FEXPoPnzueFJQCPRIrC3c,,3:41,63
2009,29,Party In The U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,,3:22,74
2009,30,DONTTRUSTME,3OH!3,5jzX4dWVQeBTtfBaXnMRt5,,3:12,68
2009,31,Run This Town,"JAY-Z, Rihanna, Kanye West",7LR85XLWw2yXqKBSI5brbG,"hip hop, east coast hip hop, rap",4:27,76
2009,32,Let It Rock,"Kevin Rudolf, Lil Wayne",6TrNRd98WksT9Kkmx9uj6R,,3:51,65
2009,33,Fire Burning,Sean Kingston,2oENJa1T33GJ0w8dC167G4,,3:59,70
2009,34,Whatcha Say,Jason Derulo,67T6l4q3zVjC5nZZPXByU8,,3:41,64
2009,35,LoveGame,Lady Gaga,0TcJ7QWpggdSg8t0fHThHm,"art pop, pop",3:36,69
2009,36,Waking Up In Vegas,Katy Perry,6fvxos1qSHrIgOkKw4dhWS,pop,3:19,53
2009,37,Birthday Sex,Jeremih,4NpDZPwSXmL0cCTaJuVrCw,,3:46,72
2009,38,Sober,TOOL,6DyywdbmTzlmXBzG9ym7Rt,"progressive metal, alternative metal, progressive rock, metal",5:06,67
2009,39,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,pop,3:44,77
2009,40,Whatever You Like,T.I.,1IAzD1muglOxOcPbUHs70R,southern hip hop,4:09,73
2009,41,Obsessed,Mariah Carey,3IcIIZMMS7UArJJPtEHXG8,christmas,4:02,68
2009,42,X's,Maddox Batson,5xX1cE1sGQvatWXHuJx89y,,2:19,56
2009,43,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",7kMfu3KUydmrFVGEAhjtyl,,3:16,63
2009,44,Love Lockdown,Kanye West,1kxeWHF9PrCVZHvVskv8lg,rap,4:30,63
2009,45,So What,P!nk,0JiY190vktuhSGN6aqJdrt,,3:35,75
2009,46,Hotel Room Service,Pitbull,6Rb0ptOEjBjPPQUlQtQGbL,,3:57,70
2009,47,Crack A Bottle,"Eminem, Dr. Dre, 50 Cent",4dK00wCxlqWEeN8BoM1BHT,"rap, hip hop",4:57,67
2009,48,If I Were a Boy,Beyoncé,26NX1wPt1TRCH536yocd6i,,4:09,62
2009,49,Turnin Me On - Original Clean,"Keri Hilson, Lil Wayne",1jEtDqwYCKpR0mlrMrrITx,,4:07,43
2009,50,I Hate This Part,The Pussycat Dolls,3tSuRiNgJmMqmYR23dCqnR,,3:38,65
2009,51,Gotta Be Somebody,Nickelback,06T10fEzN8ZCcqzQZYA184,"post-grunge, rock",4:12,64
2009,52,Please Don't Leave Me,P!nk,2gnZad0pb6QtUqMLTj2AjI,,3:51,58
2009,53,Paparazzi,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,"art pop, pop",3:28,70
2009,54,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9,,3:00,85
2009,55,Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,,4:02,86
2009,56,Right Now (Na Na Na),Akon,5Ravsw8TmHN5wBiYPPYUFw,,4:00,77
2009,57,BATTLEFIELD,SkyDxddy,5a1x5D70PJnK713ZRVxfsm,,2:56,55
2009,58,SugarCrash!,ElyOtto,2ePtv8MlBO9nuuXABqAfEX,hyperpop,1:20,67
2009,59,Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,,3:52,77
2009,60,Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,,3:48,76
2009,61,New Divide,Linkin Park,6Wx88Mv6b9ofjKMKkdwOJd,"nu metal, rap metal, rock, alternative metal",4:28,68
2009,62,Empire State Of Mind,"JAY-Z, Alicia Keys",2igwFfvr1OAGX9SKDCPBwO,"hip hop, east coast hip hop, rap",4:36,80
2009,63,No Surprises,Radiohead,10nyNJ6zNy2YVYLrcwLccB,"art rock, alternative rock",3:49,81
2009,64,She Wolf,Shakira,4l9fZ75WzPZlAIkqJIWlo8,"latin pop, latin",3:08,69
2009,65,Break Up,Mario,4UP5HP7IAnNdxD01g1lzQp,r&b,4:09,47
2009,66,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",1TfqLAPs4K3s2rJMoCokcS,"new wave, synthpop",3:36,82
2009,67,Every Girl,Young Money,6klZDCEsQzMELAPyovvpUw,,5:15,47
2009,68,Fallin' For You,Colbie Caillat,1le5KVGTF1xWf2aUj7ruLy,,3:35,55
2009,69,Untouched,The Veronicas,0KlahhzNb98zyN83Vwae0l,,4:15,62
2009,70,If Today Was Your Last Day,Nickelback,4QJLKU75Rg4558f4LbDBRi,"post-grunge, rock",4:09,68
2009,71,Throw It In The Bag,"Fabolous, The-Dream",6c0GmyBsE7mQtrVvxJaWc3,,3:51,56
2009,72,Love Drunk,BOYS LIKE GIRLS,20X9OeC606XNwEtDBOym5u,"pop punk, emo, emo pop",3:46,60
2009,73,I Love College,Asher Roth,1akgiRM3mN2nxu2AX6ACCW,,4:01,53
2009,74,If U Seek Amy,Britney Spears,2hdy9Wt9qp7M7d0U3ossu2,pop,3:36,69
2009,75,Big Green Tractor,Jason Aldean,0Ajm7DFmbGEURySKm7G2jf,"country, acoustic country",3:24,64
2009,76,White Horse,Chris Stapleton,7MSWxMumjz6lHj7oRApNbg,country,4:27,67
2009,77,Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,,3:58,77
2009,78,21 Guns,Green Day,64yrDBpcdwEdNY9loyEGbX,"punk, pop punk",5:21,73
2009,79,Turn My Swag On,Soulja Boy,6ATrsVaZT7XjkCynxM8cTS,,3:26,62
2009,80,Rockin' That Thang - Album Version (Edited),The-Dream,3oJJ1dQBxiFYGMQSe2SluG,r&b,3:41,40
2009,81,Chicken Fried,Zac Brown Band,0LQtEJt7x0s6knb6RKdRYc,"country, acoustic country",3:58,73
2009,82,Diva,Beyoncé,1CxebLetK1dLJvRXlgHGXg,,3:20,56
2009,83,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,,3:02,72
2009,84,Then Leave (feat. Queendom Come),"BeatKing, Queendom Come",2Xoc4gqPbBa3QHKpBLJ5l8,,2:31,50
2009,85,Her Diamonds,Rob Thomas,3LtwmK1OfN0dGs9jf3qSjn,,4:40,51
2009,86,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,soft pop,3:22,66
2009,87,30 For 30 (with Kendrick Lamar),"SZA, Kendrick Lamar",3aSWXU6owkZeVhh94XxEWO,r&b,4:38,85
2009,88,Forever Young,Alphaville,4S1VYqwfkLit9mKVY3MXoo,synthpop,3:46,81
2009,89,One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,,3:35,71
2009,90,I Run To You,Lady A,2YVCkTYJpv5jelYrHYoEG8,"country, pop country",4:16,56
2009,91,I Do Not Hook Up,Kelly Clarkson,2I5CPUnMIKjEXeg61OI9uV,christmas,3:20,41
2009,92,Green Light,Lorde,6ie2Bw3xLj2JcGowOlcMhb,,3:54,71
2009,93,People Are Crazy,Billy Currington,5JnLiuMgRAWoHYOhatFP3s,"country, acoustic country",3:51,66
2009,94,Whatever It Is,Zac Brown Band,33kKQSeqM2ecEcKF0LNSRT,"country, acoustic country",3:28,63
2009,95,Already Gone - 2013 Remaster,Eagles,0CKxrnF9KplS21LTjkkqsW,"classic rock, soft rock",4:15,56
2009,96,GOODBYE YESTERDAY,"ELEVATION RHYTHM, Gracie Binion",2Ek6vXzVHY9qWvkAy4OUQR,"worship, pop worship, christian pop, christian",4:58,65
2009,97,Say Hey (I Love You) (feat. Cherine Anderson),"Michael Franti & Spearhead, Cherine Anderson",383B8ksM58jbV3HbiRJo0K,,3:55,60
2009,98,Pop Champagne (feat. Juelz Santana) - Explicit Album Version,"Jim Jones, Ron Browz, Juelz Santana",5lrOsw7J8R7shum7A4j36t,,3:35,39
2009,99,Pretty Wings - uncut,Maxwell,22NLm3IIR9NLG0cUYtmHMW,"neo soul, quiet storm, smooth r&b, r&b",5:10,59
2009,100,Never Say Never,"Justin Bieber, Jaden",5GYbkDveRD2I8M5ZJ14hWn,,3:47,72
2010,1,TiK ToK,Kesha,0HPD5WQqrq7wPWR7P7Dw1i,,3:19,82
2010,2,Need You Now,Lady A,11EX5yhxr9Ihl3IN1asrfK,"country, pop country",4:37,70
2010,3,"Hey, Soul Sister",Train,4HlFJV71xXKIGcU3kRyttv,soft pop,3:36,83
2010,4,California Gurls,"Katy Perry, Snoop Dogg",6KOEK6SeCEZOQkLj5M1PxH,pop,3:54,72
2010,5,OMG (feat. will.i.am),"USHER, will.i.am",1bM50INir8voAkVoKuvEUI,r&b,4:29,70
2010,6,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",6lV2MSQmRIkycDScNtrBXO,,3:00,71
2010,7,Love The Way You Lie,"Eminem, Rihanna",15JINEqzVMv3SvJTAXAKED,"rap, hip hop",4:23,82
2010,8,Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,"art pop, pop",4:54,81
2010,9,Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,,3:23,69
2010,10,Break Your Heart,"Taio Cruz, Ludacris",1CdqVF1ywD0ZO1zXtB9yWa,,3:06,67
2010,11,Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",59dLtGBS26x7kc0rHbaPrq,,4:28,76
2010,12,I Like It,"Cardi B, Bad Bunny, J Balvin",58q2HKrzhC3ozto2nDdN4z,,4:13,75
2010,13,BedRock,"Young Money, Lloyd",3iL2l5gUqyPS6vDwJFgJTR,,4:48,67
2010,14,In My Head,Juice WRLD,2RJAKIw6nIkgZVsAIKhmqz,"melodic rap, emo rap",3:12,66
2010,15,Rude Boy,Rihanna,60jzFy6Nn4M0iD1d94oteF,,3:42,76
2010,16,Telephone,"Lady Gaga, Beyoncé",7rl7ao5pb9BhvAzPdWStxi,"art pop, pop",3:40,74
2010,17,Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh,pop,3:47,72
2010,18,Just the Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,,3:40,85
2010,19,Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",2V4bv1fNWfTcyRJKmej6Sj,,3:33,76
2010,20,Imma Be,Black Eyed Peas,0oJMv049q8hEkes9w0L1J4,,4:17,63
2010,21,Empire State Of Mind,"JAY-Z, Alicia Keys",2igwFfvr1OAGX9SKDCPBwO,"hip hop, east coast hip hop, rap",4:36,80
2010,22,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",4356Typ82hUiFAynbLYbPn,r&b,3:40,81
2010,23,Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",2M9ULmQwTaTGmAdXaXpfz5,,3:31,72
2010,24,Not Afraid,Eminem,7Ie9W94M7OjPoZVV216Xus,"rap, hip hop",4:08,77
2010,25,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,,3:02,72
2010,26,Sexy Chick (feat. Akon),"David Guetta, Akon",4MKzCHlZvkwJOQRNkdw4zq,"edm, dance",3:14,55
2010,27,Breakeven,The Script,38xWaVFKaxZlMFvzNff2aW,,4:21,63
2010,28,Your Love Is My Drug,Kesha,6vc2Jq2vaGu8z326kSrw92,,3:07,68
2010,29,I Gotta Feeling,Black Eyed Peas,2H1047e0oMSj10dgp7p2VG,,4:49,74
2010,30,Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,,3:48,76
2010,31,Say Aah (feat. Fabolous),"Trey Songz, Fabolous",2fQ6sBFWaLv2Gxos4igHLy,r&b,3:27,60
2010,32,Find Your Love,Drake,4BycRneKmOs6MhYG9THsuX,"rap, hip hop",3:28,63
2010,33,Alejandro,Lady Gaga,4lwavw59UjXUPJZtKNdFYp,"art pop, pop",4:34,70
2010,34,Ridin' Solo,Jason Derulo,6BaxqcoEM9r3LXisTyJjST,,3:35,60
2010,35,Just A Dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,,3:57,73
2010,36,How Low,Ludacris,1WtTLtofvcjQM3sXSMkDdX,southern hip hop,3:21,59
2010,37,Like A G6,"Far East Movement, The Cataracs, DEV",4DvhkX2ic4zWkQeWMwQ2qf,,3:36,69
2010,38,Carry Out (Featuring Justin Timberlake),"Timbaland, Justin Timberlake",2DHc2e5bBn4UzY0ENVFrUl,,3:52,67
2010,39,Haven't Met You Yet,Michael Bublé,4fIWvT19w9PR0VVBuPYpWA,christmas,4:04,68
2010,40,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",6ebkx7Q5tTxrCxKq4GYj0Y,,3:54,76
2010,41,Down with the Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v,"metal, nu metal, alternative metal, rap metal, hard rock, heavy metal, rock",4:39,75
2010,42,Bulletproof,La Roux,3kMrazSvILsgcwtidZd1Qd,,3:25,71
2010,43,Whatcha Say,Jason Derulo,67T6l4q3zVjC5nZZPXByU8,,3:41,64
2010,44,Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,"children's music, lullaby",1:20,74
2010,45,Whataya Want from Me,Adam Lambert,2rDwdvBma1O1eLzo29p2cr,,3:47,59
2010,46,Mine Tomorrow,Hudson Westbrook,7J5uYwCH3rPIkDNroSK6qV,country,3:20,50
2010,47,Only Girl (In The World),Rihanna,2ENexcMEMsYk0rVJigVD3i,,3:55,82
2010,48,Live Like We're Dying,Kris Allen,1HfxPaJggVwFsvOtHbVzMz,,3:32,47
2010,49,Hard Fought Hallelujah,Brandon Lake,6ye2zG3DhdwDf6VRVyj4jx,"worship, christian",5:16,66
2010,50,Young Forever,"JAY-Z, Mr Hudson",35srNkJVToAzYiZzron1FY,"hip hop, east coast hip hop, rap",4:13,63
2010,51,Blah Blah Blah,Armin van Buuren,2xkrujtSjZz7EKAYGbIIzH,"trance, progressive house, electronica, edm",3:03,62
2010,52,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",4AYX69oFP3UOS1CFmV9UfO,r&b,4:02,70
2010,53,Do You Remember,"Jay Sean, Sean Paul, Lil Jon",6A5NlmBCsCGbJ27jHQgKV5,,3:30,69
2010,54,All The Right Moves,OneRepublic,5XRHGXut00SrJUFmcn2lQF,soft pop,3:58,65
2010,55,According To You,Orianthi,0M45YYpFECO0xvXlKgQ7sE,,3:20,44
2010,56,My Chick Bad,"Ludacris, Nicki Minaj",3bMNprrp2JDKZsGbiXpsJl,southern hip hop,3:36,62
2010,57,You Belong With Me,Taylor Swift,3GCL1PydwsLodcpv0Ll1ch,,3:51,62
2010,58,Meet Me Halfway,Black Eyed Peas,6wOYnPq1hPihRepcDClPUw,,4:44,73
2010,59,Take It Off,Kesha,0WCiI0ddWiu5F2kSHgfw5S,,3:35,67
2010,60,Overwhelmed (Ryan Mack Remix),Ryan Mack,03eyNjBM2mpx28H6kdaufN,,1:43,73
2010,61,Animal I Have Become,Three Days Grace,56sk7jBpZV0CD31G9hEU3b,"post-grunge, rock",3:51,77
2010,62,Misery Business,Paramore,6SpLc7EXZIPpy0sVko0aoU,"pop punk, emo, emo pop",3:31,72
2010,63,Magic Johnson,ian,4oPLjuY1WgGTL0Ja1doDOn,,2:17,73
2010,64,Paparazzi,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,"art pop, pop",3:28,70
2010,65,Tie Me Down (feat. Ray J),"New Boyz, Ray J",4faiJXyBflUVVOOE9fxbeg,,2:58,47
2010,66,Your Love,The Outfield,5dRQUolXAVX3BbCiIxmSsf,,3:41,73
2010,67,Party In The U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,,3:22,74
2010,68,Deuces (feat. Tyga & Kevin McCall),"Chris Brown, Tyga, Kevin McCall",6wN4nT2qy3MQc098yL3Eu9,r&b,4:36,68
2010,69,30 For 30 (with Kendrick Lamar),"SZA, Kendrick Lamar",3aSWXU6owkZeVhh94XxEWO,r&b,4:38,85
2010,70,Impossible,James Arthur,5yVIlYEHZxQVLyInCdldoS,soft pop,3:29,75
2010,71,Forever Young,Alphaville,4S1VYqwfkLit9mKVY3MXoo,synthpop,3:46,81
2010,72,Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS, Taylor Swift",1MaqkdFNIKPdpQGDzme5ss,"pop punk, emo, emo pop",4:02,61
2010,73,My First Kiss (feat. Ke$ha),"3OH!3, Kesha",17tDv8WA8IhqE8qzuQn707,,3:12,58
2010,74,Already Gone - 2013 Remaster,Eagles,0CKxrnF9KplS21LTjkkqsW,"classic rock, soft rock",4:15,56
2010,75,Rock That Body,Black Eyed Peas,7K8XoQXZBffc4xG2xIQHMO,,4:28,60
2010,76,Secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,soft pop,3:44,74
2010,77,Naturally,Selena Gomez & The Scene,1YaVmBh7EAeR54FIjuFcb5,,3:22,63
2010,78,Un-thinkable (I'm Ready) (feat. Drake) - Remix,"Alicia Keys, Drake",4o4wEDRqotccDTXiQ7TORu,"r&b, neo soul",4:42,70
2010,79,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,12sXrSIdiqCtB0vKYHNH29,,3:50,49
2010,80,I Made It (Cash Money Heroes),"Kevin Rudolf, Birdman, Jay Sean, Lil Wayne",6H2wnX7ytNeCKERIVqCwgs,,4:09,50
2010,81,Stuck Like Glue,Sugarland,0JcKdUGNR7zI4jJDLyYXbi,country,4:07,59
2010,82,Hey Daddy (Daddy's Home),USHER,030OCtLMrljNhp8OWHBWW3,r&b,3:44,75
